Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,6.3,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth & Death Statistical Master File, 2013. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).",Number of low birth weight out of total live births. (Births w/ unknown birth weight excluded),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,7.2,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth & Death Statistical Master File, 2013. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).",Number of low birth weight out of total live births. (Births w/ unknown birth weight excluded),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,5.1,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth & Death Statistical Master File, 2013. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).",Number of low birth weight out of total live births. (Births w/ unknown birth weight excluded),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Female,All,6.9,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth & Death Statistical Master File, 2013. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).",Number of low birth weight out of total live births. (Births w/ unknown birth weight excluded),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Male,All,6.1,"San Diego County, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Health Information and Research Center, Birth & Death Statistical Master File, 2013. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services.","Birth weight less than 2,500 g (approximately 5lbs, 8oz).",Number of low birth weight out of total live births. (Births w/ unknown birth weight excluded),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,7.3,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,6.8,7.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,8.2,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,7.2,9.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,13.6,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,10.7,17.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,5.9,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,4.9,7.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Other,7.5,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,4.9,10.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,6.5,"San Francisco, CA","Percentage of births under 2,500 grams.",,,,,,5.7,7.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,7.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,American Indian/Alaska Native,0.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,American Indian alone,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,11.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,6.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Multiracial,8.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,6.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,All,6.7,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Birth Certificate Data, 1990-2013, August 2014.",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,7.7,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Birth Certificate Data, 1990-2013, August 2014.",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,8.2,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Birth Certificate Data, 1990-2013, August 2014.",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Multiracial,6.2,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Birth Certificate Data, 1990-2013, August 2014.",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,5.6,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Birth Certificate Data, 1990-2013, August 2014.",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,American Indian/Alaska Native,7.5,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2015; Table 5: Low birthweight live births, by detailed race and Hispanic origin of mother: United States, selected years 19702020",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Asian/PI,8.3,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2015; Table 5: Low birthweight live births, by detailed race and Hispanic origin of mother: United States, selected years 19702022",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Black,13.1,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2015; Table 5: Low birthweight live births, by detailed race and Hispanic origin of mother: United States, selected years 19702018",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,Hispanic,7.1,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2015; Table 5: Low birthweight live births, by detailed race and Hispanic origin of mother: United States, selected years 19702024",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2013,Both,White,7.0,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Health, United States, 2015; Table 5: Low birthweight live births, by detailed race and Hispanic origin of mother: United States, selected years 19702016",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Other,,"Seattle, WA","Percentage of births under 2,500 grams.",,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,White,6.7,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Other,,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Suppressed due to <20 events.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,7.4,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,White,6.4,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2014",,,,,6.0,6.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Other,8.0,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2014",,,,,6.8,9.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,6.7,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2014",,,,,6.4,7.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,12.5,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2014",,,,,11.5,13.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Asian/PI,7.4,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2014",,,,,6.6,8.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,All,7.2,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2014",,,,,7.0,7.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,13.6,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Asian/PI,8.0,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,All,9.4,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,All,6.3,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,5.8,6.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,American Indian/Alaska Native,,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",OPHAT low birth weight query,,"Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. The reasons cities have suppressed data vary by indicator.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Asian/PI,7.1,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,5.5,9.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,10.5,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",OPHAT low birth weight query,,,,,8.3,13.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,6.1,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",OPHAT low birth weight query,,,,,4.9,7.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,White,5.8,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,5.2,6.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,White,7.3,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,7.1,7.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Hispanic,7.1,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,6.9,7.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Black,13.6,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,13.2,14.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2014,Both,Asian/PI,9.5,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,9.2,9.9
